time,activity,10a,10b,12a,12b,11a,11b,14a,14b,13a,13b,conductivity,temperature,depth,depth2
13231.566666666668,0.81291587,52.18459702,77.75190735,105.3612366,102.9541626,79.4486084,82.34111023,97.1155014,109.4275436,,,36.36403,8.08488,250.4648298,250.4648298
13241.566666666668,0.842912447,54.20235443,77.8240509,104.2348633,99.26243591,80.21413422,83.47825623,98.70934296,108.2679214,,,,,,
13251.566666666668,0.854551291,56.61382294,79.61444092,105.7160034,96.51428986,80.02732849,81.14993286,,,,,,,,
13261.566666666668,0.90409493,59.90354919,83.47768402,104.4762955,94.84812927,83.05841827,84.15077209,,,,,36.36275,8.08285,250.6421088,250.6421088
13271.583333333334,0.942773583,60.40014267,83.22932434,103.3798447,95.48745728,84.25530243,84.8578949,98.65422058,109.5370483,,,36.36276,8.08795,250.6824489,250.6824489
13281.583333333334,0.951065696,61.46596909,85.35853577,103.8738327,95.03944397,84.15596008,86.35284424,98.84308624,106.6442566,,,36.36532,8.0966905,250.7273866,250.7273866
13291.583333333334,0.965264128,62.07661438,88.22857666,102.1451645,96.70600891,86.92984772,85.28897095,98.25001526,105.2640915,,,36.36404,8.105087,250.7619426,250.7619426
13301.583333333334,0.98267352,62.89321899,85.73621368,100.854866,94.59648132,84.95206451,88.42240906,,,,,,,,
13311.583333333334,0.973411906,62.30318069,84.30764008,99.93091583,96.7024231,87.18002319,86.36123657,98.28870392,108.2845535,,,,,,
13321.583333333334,0.968191466,64.12285614,84.83950806,102.5695572,93.75397491,86.36452484,86.46081543,98.52945709,108.6037903,,,36.3615,8.107458,250.8979915,250.8979915
13331.6,0.97464506,62.67100143,89.69274902,101.6983414,94.96419525,83.85636902,85.12773895,,,,,36.35896,8.1033385,250.9317565,250.9317565
13341.6,0.976405484,62.77889633,89.51306152,101.2507858,92.68605042,82.98365021,83.30232239,99.72499084,110.1085815,,,36.36525,8.048519,250.9715034,250.9715034
13351.583333333334,0.969114885,61.4177475,89.38464355,98.03896332,92.61064911,80.97018433,84.97790527,,,,,36.36524,8.046136,250.9898937,250.9898937
13361.583333333334,0.973486722,62.56349945,86.82940674,101.7170944,97.12775421,77.75321198,82.47002411,,,,,,,,
13371.583333333334,0.933555382,58.17314148,85.63606262,94.02000427,95.18915558,79.44181061,82.51872253,,,,,,,,
13381.6,0.969357961,60.14536667,82.1934967,96.03858185,94.52514648,78.626091,83.80127716,,,,,36.36272,8.06389,251.0826856,251.0826856
13391.6,0.969828756,57.9998703,86.41004944,99.36191559,96.51027679,85.08359528,88.08680725,100.2820511,108.6264648,,,36.357645,8.096924,251.0996423,251.0996423
13401.6,0.993027903,61.61966705,85.20836639,98.91223907,96.03811646,81.54347992,86.64292908,,,,,36.35895,8.101879,251.1131878,251.1131878
13411.6,0.99329861,61.20044708,85.83911896,97.77333832,95.13469696,84.1506958,90.74474335,101.5871964,109.046196,,,36.35769,8.102515,251.1198617,251.1198617
13421.6,0.976470078,61.13945389,86.38887024,97.36849976,94.91670227,81.40416718,91.72650146,100.7979355,109.7349243,,,,,,
13431.616666666667,0.984184444,62.62983704,90.1690979,100.6927414,96.30197144,81.01107788,91.84832764,100.6795578,111.1578979,,,,,,
13441.616666666667,0.996898947,65.58638,91.92641449,99.67519379,95.06269073,85.10128784,91.12101746,101.1144638,109.5966263,,,36.36275,8.077652,251.1321714,251.1321714
13451.6,0.98832565,64.90309143,92.63260651,99.01384735,96.11431885,88.59394073,90.15802002,,,,,36.36147,8.082005,251.1401306,251.1401306
13461.616666666667,0.979115724,63.21167755,89.04595947,96.99549103,95.0657196,81.60573578,91.67276001,,,,,36.36148,8.0849515,251.132814,251.132814
13471.616666666667,0.990435188,62.4932251,87.93439484,99.28636169,96.47279358,82.22657776,89.07822418,100.7858353,109.0905457,,,36.36403,8.086374,251.1220369,251.1220369
13481.616666666667,0.966597962,61.2651062,88.59767151,92.72232819,96.59567261,79.48688507,94.10511017,101.1805496,109.1061325,,,,,,
13491.616666666667,0.964481629,60.56148529,86.50382996,94.77153778,94.49201965,84.22566986,93.31204224,100.4638748,110.0875626,,,,,,
13501.616666666667,0.936601034,65.78427887,91.89904785,96.70420074,94.90821838,81.08044434,94.53775024,,,,,36.36657,8.0926355,251.0647403,251.0647403
13511.616666666667,0.961968525,69.52819061,90.73642731,103.384819,95.61839294,82.37718964,92.44914246,,,,,36.36532,8.1050185,251.0465477,251.0465477
13521.616666666667,0.975428712,66.09381866,91.31565857,104.1303558,96.69624329,74.85866547,87.03759766,,,,,36.358995,8.1320465,251.0207419,251.0207419
13531.633333333333,0.995307686,66.66428375,90.51260376,95.97852325,95.68147278,83.9620285,91.66290283,,,,,36.35645,8.135782,251.0007202,251.0007202
13541.633333333333,0.975760276,66.30237579,87.4030304,85.24850464,87.94101715,82.43923187,89.29972076,,,69.2178421,90.1317749,,,,
13551.633333333333,0.991784584,67.69754791,83.03784943,86.34241486,88.28317261,80.64194489,84.34759521,,,,,,,,
13561.633333333333,0.988033697,63.16276169,86.00603485,82.2796402,86.07162476,75.09020996,83.3042984,,,,,36.35523,8.1682245,250.8755474,250.8755474
13571.633333333333,0.992592619,62.87398911,86.49549103,93.45100403,95.8108902,79.48418427,85.98360443,,,,,36.361585,8.169046,250.8351085,250.8351085
13581.633333333333,0.9748721,64.25644684,84.49438477,82.19377136,86.61275482,80.76169586,88.30348969,86.95014191,96.37955475,65.46084595,87.88096619,36.36415,8.176633,250.8011951,250.8011951
13591.633333333333,0.993311347,66.03593445,85.25524902,95.63443756,94.44487,82.51522064,89.27671051,,,,,36.36541,8.184935,250.774895,250.774895
13601.633333333333,0.979437195,63.15816498,87.42906952,98.45367432,95.50360107,80.01569366,88.78881836,93.49390411,99.87527466,,,,,,
13611.633333333333,0.983871561,64.86621857,92.20591736,92.70165253,92.48191071,85.2875061,90.16136932,99.49858856,105.8642502,,,,,,
13621.633333333333,0.992092911,63.74455643,93.14202881,101.8349457,94.68321228,81.44891357,88.56993866,99.75455475,108.91716,,,36.36799,8.217383,250.6476457,250.6476457
13631.65,0.976533747,66.66708374,93.25930023,99.43334198,96.25212097,79.48163605,88.26075745,,,,,36.37183,8.2228065,250.6094808,250.6094808
13641.65,0.979899095,69.48407745,91.8294754,98.38550568,96.01412964,80.34340668,90.26634216,,,,,36.3731,8.229602,250.5594511,250.5594511
13651.65,0.973854834,66.59494019,93.15837097,101.6148148,96.1146698,81.09918976,89.10716248,,,,,36.37185,8.242601,250.5266253,250.5266253
13661.65,0.974531489,66.64681244,92.57606506,,,82.53979492,86.99203491,,,,,,,,
13671.65,0.990423105,71.56147766,90.73325348,,,81.00151062,88.4057312,,,,,,,,
13681.65,0.996040072,65.66943359,94.51447296,99.19283295,92.41004944,79.52088928,87.00518036,,,,,36.3783,8.313852,250.3904773,250.3904773
13691.65,0.982936129,65.10478973,93.59879303,97.91960144,93.27729034,82.90209198,90.87347412,,,,,36.38082,8.305319,250.3570583,250.3570583
13701.666666666666,0.982069875,67.56275177,94.91503906,,,80.62834167,89.36035156,,,,,36.38082,8.2929465,250.3213157,250.3213157
13711.65,0.99443594,67.54639435,89.44174194,89.90413666,91.30922699,78.69029236,87.83686829,,,,,36.37828,8.296982,250.3017883,250.3017883
13721.666666666666,0.982097208,66.69571686,88.91403198,95.66785431,92.16029358,82.99029541,89.85580444,,,,,,,,
13731.666666666666,0.982310075,65.16024017,86.2877655,89.04678345,90.41712952,83.30303192,87.42538452,,,,,,,,
13741.666666666666,0.991688857,65.43709564,87.56411743,94.77257538,93.94735718,83.27979279,89.058815,90.51587677,103.2331238,,,36.37581,8.3406915,250.188381,250.188381
13751.666666666666,0.970795049,64.79692841,89.1571579,87.89633942,89.03019714,80.63995361,87.94360352,,,,,36.308355,8.3496935,250.1567416,250.1567416
13761.666666666666,0.99444963,68.91267395,85.96219635,,,82.69655609,87.79493713,,,,,36.37833,8.3380775,250.1329626,250.1329626
13771.666666666666,0.973803342,68.1266098,86.72755432,95.94412994,95.76483154,83.29973602,87.92379761,,,,,36.37325,8.341091,250.116698,250.116698
13781.666666666666,0.983238983,70.95911407,84.60644531,90.14199829,92.14497375,82.30747986,89.64045715,,,,,,,,
13791.666666666666,0.981185726,69.02184296,90.55583191,94.64655304,96.02133179,83.08753967,90.0885849,,,,,,,,
13801.683333333332,0.954398832,66.55554199,86.4070282,96.62415314,94.01675415,83.65402985,88.69032288,,,,,36.36308,8.3588715,250.0842182,250.0842182
13811.666666666666,0.939185034,67.91156769,89.81813812,94.87162018,92.48406219,82.9986496,88.98259735,,,,,36.32996,8.3326245,250.0690412,250.0690412
13821.683333333332,0.950977368,67.13884735,90.06640625,94.15287018,95.70074463,84.1839447,88.93032837,,,,,36.337565,8.299023,250.0500575,250.0500575
13831.683333333332,0.961110072,65.88619232,89.06925964,96.45735168,97.16975403,82.26847076,89.95808411,,,,,36.335,8.299793,250.052035,250.052035
13841.683333333332,0.957168523,65.70500946,88.86334991,94.90814972,97.00912476,84.27223969,87.2431488,,,65.39710236,86.30371094,,,,
13851.683333333332,0.949484402,70.32736969,87.15699768,,,83.49333191,86.4236145,,,,,,,,
13861.683333333332,0.981853277,73.23687744,92.50637054,,,79.09760284,85.34136963,,,,,36.33372,8.2953855,250.0708703,250.0708703
13871.683333333332,0.959220314,68.45738983,90.36080933,88.50496674,90.69039917,79.66933441,88.27095795,,,,,36.33244,8.2885725,250.0707714,250.0707714
13881.683333333332,0.973331689,67.71417236,88.79342651,,,82.05191803,86.74407959,,,,,36.32926,8.288047,250.0891124,250.0891124
13891.65,0.979384483,70.69423676,90.48226929,91.92015076,91.72563171,80.5382309,86.95135498,,,,,36.3248,8.288912,250.1094803,250.1094803
13901.65,0.968786909,71.45310974,89.06555176,94.8130722,91.4405365,82.51509857,86.93811798,,,,,,,,
13911.666666666666,0.972889779,70.43728638,88.40692139,96.61876678,97.84712219,84.6016922,86.77671814,,,,,,,,
13921.65,0.94762833,64.63510132,91.41300964,93.22024536,91.8884201,83.85045624,90.11450958,,,,,36.307,8.298739,250.1660851,250.1660851
13931.65,0.968766025,68.04087067,87.6314621,94.10137177,88.53134155,82.72789764,88.84938812,,,,,36.278355,8.3012855,250.1792846,250.1792846
13941.666666666666,0.941285486,64.9160614,90.2215271,94.82001495,93.30217743,82.75696564,89.49033356,,,,,36.09822,8.293299,250.2113689,250.2113689
13951.666666666666,0.952491906,69.40644073,87.48402405,96.28114319,91.85765076,81.07879639,86.54499817,,,,,36.08675,8.292336,250.2255572,250.2255572
13961.666666666666,0.952110591,66.63936615,88.6608963,95.56149292,91.71783447,78.54872131,86.16159821,,,,,,,,
13971.666666666666,0.969318635,63.13065338,91.31541443,98.75318909,93.13833618,80.46640778,85.22573853,,,,,,,,
13981.683333333332,0.965489999,63.05561066,91.60990143,99.00990295,92.2118454,79.84148407,84.39691162,94.45478821,103.0348816,,,36.062595,8.308529,250.368923,250.368923
13991.666666666666,0.943651122,65.74228668,87.98213196,94.5271225,91.77054596,81.43817139,87.08920288,,,,,36.077215,8.3068425,250.4079779,250.4079779
14001.666666666666,0.963598487,64.16942596,87.20983887,93.53343964,92.89596558,79.21723938,82.63053131,,,,,36.07404,8.308833,250.4477742,250.4477742
14011.683333333332,0.977471014,66.27167511,87.59356689,94.27275848,91.38923645,79.64556885,84.3266983,,,,,36.0715,8.304684,250.4538549,250.4538549
14021.683333333332,0.962357534,64.18034363,86.89563751,97.56558228,91.16940308,80.71298981,86.72927856,,,,,,,,
14031.7,0.958531223,66.82064819,89.02087402,100.0838394,92.14458466,80.80963135,86.34274292,,,,,,,,
14041.683333333332,0.958388486,67.52268219,89.358284,99.58306122,92.65979004,81.23534393,87.63375854,,,,,36.2942,8.263285,250.5919803,250.5919803
14051.683333333332,0.944160779,64.84355164,84.83976746,96.76543427,92.46334839,82.51889038,85.31289673,,,,,36.29295,8.2614315,250.6284149,250.6284149
14061.683333333332,0.96122121,64.25983429,90.82442474,99.19483185,92.02781677,82.98345947,86.46340942,,,,,36.27895,8.2743915,250.6459649,250.6459649
14071.683333333332,0.957544751,69.05950165,89.5342865,97.25762177,93.61930084,83.27039337,87.82619476,,,,,36.27387,8.280773,250.6832399,250.6832399
14081.683333333332,0.950457766,66.89351654,88.35998535,99.03672028,93.04450226,82.72789001,87.60771179,,,,,,,,
14091.7,0.9539091,65.54753113,89.08781433,97.33725739,97.24821472,83.54813385,88.93376923,,,,,,,,
14101.7,0.958296386,65.72106171,88.49107361,95.44635773,99.09453583,85.41997528,88.53367615,,,,,36.27645,8.29827,250.8038647,250.8038647
14111.7,0.960912395,67.03705597,88.64453125,97.63583374,97.49858856,83.17531586,88.39100647,,,,,36.279,8.299282,250.8179541,250.8179541
14121.7,0.959064327,66.47717285,91.88864136,97.67333984,97.5844574,82.54692841,88.82470703,,,,,36.27901,8.320387,250.8490001,250.8490001
14131.7,0.971310199,64.44932556,90.84559631,,,83.92710114,93.31533051,,,,,36.27139,8.322378,250.8477642,250.8477642
14141.7,0.970768694,62.12332916,90.52922821,,,81.80534363,86.23397064,,,,,,,,
14151.7,0.977752693,67.07421112,92.52146912,,,79.23285675,87.90592957,,,,,,,,
14161.716666666667,0.985031329,62.10051346,92.3106308,95.2048645,98.58628845,79.91659546,85.6364212,90.94213104,106.4912643,,,36.27649,8.3277245,250.9136134,250.9136134
14171.7,0.963812583,61.67653275,88.07100677,,,81.33377838,92.49453735,89.79991913,105.6260376,,,36.281595,8.3489265,250.9297296,250.9297296
14181.7,0.98605572,64.97071075,89.89450073,93.86113739,94.98574829,79.37494659,94.3062439,,,,,36.28413,8.348464,250.9415944,250.9415944
14191.716666666667,0.982714085,63.26894379,87.74134827,95.88323212,93.99975586,82.3351059,95.92349243,,,,,36.28158,8.34306,250.9300263,250.9300263
14201.716666666667,0.976443426,69.97476959,90.71231079,97.4196701,94.98712921,86.40310669,97.83630371,,,,,,,,
14211.716666666667,0.978459369,63.48200989,92.46530151,,,85.54782867,94.51895142,,,,,,,,
14221.7,0.970699676,,,97.45798492,91.3614502,89.06615448,102.4483948,,,,,36.292975,8.277608,250.9416438,250.9416438
14231.716666666667,0.985153003,,,95.26056671,91.28729248,92.16786957,100.5082397,,,,,36.30058,8.266383,250.940754,250.940754
14241.716666666667,0.989376184,,,95.69561005,93.52931213,93.43260956,105.2935715,,,,,36.30952,8.2913065,250.9260714,250.9260714
14251.716666666667,0.986486037,,,98.18625641,93.03707886,94.64351654,108.0301514,,,,,36.30697,8.287319,250.9220176,250.9220176
14261.716666666667,0.989270811,,,93.82419586,92.16499329,94.67267609,105.6916351,,,,,,,,
14271.733333333334,0.970962037,61.53887939,87.00221252,,,87.93665314,97.65262604,,,,,,,,
14281.733333333334,0.986647622,61.49360657,88.98558044,,,83.8680191,93.70906067,,,,,36.30186,8.264267,250.8714442,250.8714442
14291.716666666667,0.961286974,65.84268951,89.83001709,,,78.12290192,88.2771759,,,,,36.30443,8.29126,250.8596289,250.8596289
14301.733333333334,0.975023367,61.82191086,87.9797821,94.41564941,94.17581177,75.38083649,91.318367,,,,,36.30699,8.2909325,250.8296705,250.8296705
14311.733333333334,0.967412908,59.17777634,88.62963867,,,69.96442413,84.19909668,,,,,36.30699,8.294634,250.8183001,250.8183001
14321.733333333334,0.961047207,63.41085052,91.78762817,,,70.23660278,84.34741974,,,,,,,,
14331.733333333334,0.959982399,62.85460663,89.10739136,,,72.53881073,86.04690552,,,,,,,,
14341.733333333334,0.979286611,66.70230865,90.33847046,,,80.43582916,89.38449097,,,,,36.307,8.2947175,250.7171038,250.7171038
14351.733333333334,0.980684313,63.54348755,87.94070435,,,80.84680176,90.51313782,,,,,36.30315,8.280282,250.6988618,250.6988618
14361.75,0.958934193,64.80769348,89.25400543,99.62794495,90.21495819,79.70761871,90.93070984,,,,,36.30317,8.276786,250.666827,250.666827
14371.75,0.97939608,60.69793701,86.22251892,,,82.77957153,90.4124527,,,,,36.30315,8.272104,250.6503153,250.6503153
14381.75,0.96729342,61.02365875,87.06817627,,,80.72975159,85.93177795,,,,,,,,
14391.75,0.956204832,64.74118042,90.88468933,98.87490082,92.06905365,80.34950256,90.36908722,,,,,,,,
14401.75,0.955875534,61.16945648,90.51495361,97.12830353,94.19665527,83.34107208,90.44804382,,,,,36.30443,8.2819565,250.5403687,250.5403687
14411.75,0.979849398,60.1431694,90.99388123,100.5590057,92.37406921,81.55096436,91.1805954,,,,,36.303815,8.2964675,250.5026981,250.5026981
14421.75,0.971236533,58.47151184,87.33965302,100.8142319,91.47789001,78.92409515,87.91160583,,,,,36.30318,8.295574,250.4787214,250.4787214
14431.75,0.966910845,59.81781769,87.85298157,101.9890289,92.57231903,80.39008331,86.49858856,,,,,36.30445,8.303961,250.4658185,250.4658185
14441.75,0.969428175,60.31246567,92.0539856,101.3957596,92.57531738,78.44579315,89.46614075,,,,,,,,
14451.75,0.980096552,61.75779724,90.59777069,100.6410065,91.54890442,81.5463028,88.67728424,,,,,,,,
14461.766666666666,0.99329112,63.1962738,88.11467743,101.5097504,92.10214233,85.75662231,88.99887848,,,,,36.304465,8.3145955,250.3663523,250.3663523
14471.766666666666,0.974408803,61.34870911,89.71951294,100.8703232,91.55262756,82.12477112,91.19360352,,,,,36.307005,8.3077365,250.3464789,250.3464789
14481.766666666666,0.978312158,64.53655243,90.23123169,103.0874939,92.27708435,81.69037628,90.76379395,,,,,36.30701,8.309143,250.3234909,250.3234909
14491.766666666666,0.979501041,62.98857117,90.14592743,101.2439804,91.81108856,79.82050323,90.85679626,,,,,36.30827,8.30649,250.3102914,250.3102914
14501.766666666666,0.949242598,64.6476593,92.25263977,100.8836899,92.10694122,83.46481323,92.78063965,,,,,,,,
14511.783333333333,0.985697246,64.28885651,91.50302124,102.1624985,93.34781647,85.21308136,91.92663574,,,,,,,,
14521.783333333333,0.961880796,65.47447968,92.78157043,101.9861755,93.05200195,85.07250977,91.28245544,,,,,36.31081,8.309938,250.2679737,250.2679737
14531.783333333333,0.986842963,62.51243591,93.39189148,100.6219711,92.82958221,82.67539978,93.05792236,,,,,36.31209,8.310833,250.2504238,250.2504238
14541.766666666666,0.959143285,63.99978638,94.61720276,101.3659973,91.77806091,81.90773773,94.35773468,,,,,36.31211,8.3156845,250.2480014,250.2480014
14551.783333333333,0.972334046,64.66053009,93.7640686,101.3230667,92.97676849,80.03865814,87.60935211,,,,,36.31211,8.3203965,250.2410308,250.2410308
14561.766666666666,0.959385738,66.2607193,95.67684937,101.1687088,93.70317078,79.41622162,89.91400146,,,,,,,,
14571.783333333333,0.968343836,62.4848671,93.5091629,101.0347061,92.60760498,80.51255035,94.29370117,,,,,,,,
14581.783333333333,0.965352733,67.72880554,93.29756927,102.7504807,93.71156311,82.38101196,95.62716675,,,,,36.307,8.305157,250.2443431,250.2443431
14591.8,0.97336828,63.57168198,95.14131165,102.0174713,91.63026428,81.91771698,93.40949249,,,,,36.30445,8.305527,250.2516597,250.2516597
14601.783333333333,0.975188197,65.41342926,95.74501038,104.7244339,93.2698822,86.53508759,92.74567413,,,,,36.30447,8.3055525,250.261547,250.261547
14611.8,0.976676859,65.5114975,96.2220993,103.2479401,94.6449585,83.29698944,87.83493042,,,,,36.308285,8.3061845,250.2740544,250.2740544
14621.8,0.987065859,64.07817078,95.74882507,99.15070343,99.35282898,83.61581421,89.33196259,,,,,,,,
14631.783333333333,0.970890097,65.43950653,94.47453308,98.58699799,97.87476349,79.94432831,93.67700195,,,,,,,,
14641.783333333333,0.981311241,65.52994537,94.3986969,101.266716,93.35031128,80.92171478,91.31190491,,,,,36.30828,8.302437,250.3337243,250.3337243
14651.783333333333,0.98224949,63.21437073,94.91104889,103.8876724,94.62461853,79.37314606,92.87962341,,,,,36.30573,8.302884,250.3532517,250.3532517
14661.8,0.958603849,63.95323181,93.60276031,104.2494278,93.61470032,80.79993439,93.58187103,,,,,36.30445,8.3014375,250.3741633,250.3741633
14671.8,0.943868709,63.95169067,95.34184265,104.4049683,93.81570435,82.462677,89.13147736,,,,,36.307,8.3015405,250.3965086,250.3965086
14681.8,0.958151955,64.9427948,93.99300385,105.5338974,94.86171722,83.85151672,91.17464447,,,,,,,,
14691.8,0.95349825,63.38088608,93.42158508,106.60186,94.29275513,80.27695465,94.33280945,,,,,,,,
14701.816666666668,0.965031813,65.08740997,94.8287735,103.1740494,95.81781006,83.03146362,95.18393707,,,,,36.30957,8.305061,250.4850987,250.4850987
14711.8,0.941376517,63.29566956,96.62677002,99.62076569,93.64364624,84.21038055,95.43340302,,,,,36.31083,8.309332,250.5187155,250.5187155
14721.8,0.963825753,68.7800827,98.1937561,99.41014862,93.91212463,84.48332977,94.62443542,,,,,36.3083,8.3122605,250.5558423,250.5558423
14731.816666666668,0.968204623,69.09379578,99.68273926,98.67034149,92.76660156,72.71376038,88.77570343,,,,,36.30702,8.3131635,250.5893107,250.5893107
14741.816666666668,0.95501019,65.65651703,97.5826416,103.9172745,91.03627777,80.37052917,83.51979828,,,,,,,,
14751.816666666668,0.955669955,61.44624329,95.87770081,101.1025009,103.5977478,80.53787994,88.10019684,,,,,,,,
14761.816666666668,0.938187248,63.12911224,93.64064026,92.14884949,98.33840179,77.46089935,89.87757874,93.87555695,109.1282959,,,36.30447,8.30759,250.6844264,250.6844264
14771.833333333334,0.939972879,61.62081146,92.74974823,96.34663391,98.66846466,80.93881226,91.36479187,95.68209076,109.0734863,,,36.30574,8.304593,250.7207127,250.7207127
14781.816666666668,0.952234415,65.63365173,96.7403717,97.22975922,96.21117401,77.54420471,87.99777222,,,,,36.30191,8.3031985,250.7561092,250.7561092
14791.816666666668,0.078804515,68.57512665,95.52915955,86.4152298,95.12541199,75.04392242,81.0797348,101.8591461,112.9331284,72.03908539,94.97750854,36.30255,8.30415,250.7855238,250.7855238
14801.816666666668,0.117738891,64.98300934,99.66362,90.39308929,94.30577087,73.55184937,82.54879761,99.87966919,114.8495178,66.73753357,90.58799744,,,,
14811.833333333334,0.672727343,66.15900421,94.87150574,86.72978973,96.21281433,72.05594635,82.56803131,97.54199982,113.8541183,,,,,,
14821.833333333334,0.918159841,66.60575104,91.75169373,93.70439911,95.6859436,74.82398224,83.77561951,,,,,36.30065,8.303728,250.8742621,250.8742621
14831.833333333334,0.957034196,69.11929321,93.52320862,99.7864151,91.92236328,76.57643127,90.63613892,,,,,36.30318,8.303794,250.8978926,250.8978926
14841.833333333334,0.978894004,70.07575226,96.84727478,104.6211243,93.06707764,82.87082672,93.74092102,,,,,36.30318,8.3032895,250.9252804,250.9252804
14851.833333333334,0.960041638,67.65706635,95.56115723,104.8937149,92.99633789,81.48709869,93.5338974,,,,,36.30192,8.3062225,250.958551,250.958551
14861.833333333334,0.968562734,71.09272003,94.48364258,103.3537064,92.34688568,83.63856506,93.51495361,,,,,,,,
14871.833333333334,0.981867407,71.67544556,97.17539215,102.712204,94.7093277,83.54682159,93.06005096,,,,,,,,
14881.833333333334,0.981613652,65.61258698,93.25361633,102.5178146,92.9387207,82.50984955,88.91551208,,,,,36.30447,8.318836,251.0165398,251.0165398
14891.833333333334,0.991513123,68.13236237,95.40265656,100.5832443,94.98177338,85.71497345,91.9887619,,,,,36.30703,8.3242195,251.0223239,251.0223239
14901.85,0.970362952,71.54545593,95.30554199,99.00583649,95.57822418,84.35626984,92.92712402,,,,,36.308305,8.327633,251.0378469,251.0378469
14911.85,0.946548659,72.35853577,94.89570618,103.6857376,92.31663513,84.48184204,95.43751526,,,,,36.306405,8.332342,251.0452623,251.0452623
14921.85,0.950616323,70.55023193,94.30517578,103.9968033,93.86520386,84.52689362,96.36204529,,,,,,,,
14931.85,0.979762045,73.31723785,97.94377136,104.6020432,94.42427063,84.99497223,94.83215332,,,,,,,,
14941.85,0.956117535,73.70353699,97.23194122,104.2240906,94.26010132,86.32868195,95.27107239,,,,,36.30832,8.342731,251.0488712,251.0488712
14951.85,0.973110358,69.42644501,95.33435059,103.0997467,93.73666382,83.45016479,94.04433441,,,,,36.307045,8.344557,251.0408625,251.0408625
14961.85,0.977045525,68.11293793,92.61118317,105.0587234,92.99684906,84.63385773,92.52819824,,,,,36.30704,8.346727,251.0235598,251.0235598
14971.85,0.982868486,68.21147919,95.57897949,102.4425888,92.80303955,86.03681183,93.5752182,,,,,36.306425,8.347055,251.0114479,251.0114479
14981.866666666667,0.986886823,74.69451141,96.00688171,102.8815002,93.12748718,87.50714874,95.00213623,,,,,,,,
14991.866666666667,0.961923007,70.23680115,93.60334778,99.91733551,93.57546997,85.39855194,96.29717255,,,,,,,,
15001.85,0.977266385,72.45432281,94.73310852,104.9887848,94.10534668,86.45711517,93.9077301,,,,,36.31467,8.327539,250.9781773,250.9781773
15011.866666666667,0.970805681,68.31948853,96.18751526,101.2782974,93.99370575,85.08614349,96.72254181,,,,,36.31722,8.3217715,250.9565241,250.9565241
15021.866666666667,0.977675221,67.65557098,96.27625275,102.6379318,94.80474854,83.88373566,96.79229736,96.50611115,109.7920685,,,36.31976,8.3193055,250.9342778,250.9342778
15031.866666666667,0.958612455,70.28775787,96.61021423,103.4697495,95.2822113,89.8833313,99.09975433,,,,,36.321025,8.3145705,250.9204851,250.9204851
15041.866666666667,0.935525327,63.38507843,95.68223572,100.466507,100.1729126,83.21835327,98.5401535,93.18066406,111.2347717,,,,,,
15051.866666666667,0.968509386,70.2995224,95.6650238,103.3179855,95.79736328,87.07888031,97.10301208,,,,,,,,
15061.883333333333,0.965058103,70.66202545,96.74730682,106.2885056,96.45862579,86.98720551,98.49809265,,,,,36.32104,8.321209,250.8026782,250.8026782
15071.866666666667,0.975370336,71.29802704,97.53414154,103.8521042,93.65963745,83.01729584,95.79768372,,,,,36.31849,8.3259905,250.7739062,250.7739062
15081.883333333333,0.962247017,72.62656403,97.06797791,105.0217133,94.90328979,85.9937439,96.86450195,,,,,36.31849,8.329998,250.7495835,250.7495835
15091.883333333333,0.970522844,70.05984497,98.26339722,104.7448349,95.34719086,85.78966522,97.62953186,,,,,36.31849,8.3307245,250.7206633,250.7206633
15101.9,0.953669555,70.22485352,98.79908752,104.8008347,94.98828125,83.2591095,97.43049622,,,,,,,,
15111.883333333333,0.948832914,69.82413483,98.93516541,103.0476456,93.94991302,83.77019501,97.12295532,,,,,,,,
15121.9,0.962285137,69.01445007,97.27012634,104.2851334,94.5927887,83.33551788,96.73291016,,,,,36.31847,8.306446,250.5876299,250.5876299
15131.883333333333,0.953223588,67.9656601,98.06260681,103.2992783,93.76342773,84.98680878,95.16105652,,,,,36.318455,8.3000305,250.5556445,250.5556445
15141.883333333333,0.952208516,68.27363586,97.60746765,102.9139557,91.72654724,84.28330231,94.0712738,,,,,36.31718,8.2962075,250.5118933,250.5118933
15151.9,0.955946105,67.97557068,94.79836273,104.8721237,93.14272308,83.80269623,94.38848877,,,,,36.31972,8.297097,250.4806494,250.4806494
15161.9,0.951534196,65.54975128,94.94866943,106.0872269,93.26832581,84.69133759,92.119133,,,,,,,,
15171.883333333333,0.963715824,70.64224243,96.8506012,105.4388351,94.2257843,84.0290451,95.05484009,,,,,,,,
15181.883333333333,0.974724477,67.19690704,97.29975891,104.3061981,93.47934723,83.34152985,96.53755188,,,,,36.32224,8.281761,250.341733,250.341733
15191.9,0.953817948,71.18579865,98.1478653,106.9297485,93.68677521,84.44960785,97.05236816,,,,,36.32098,8.283166,250.3052983,250.3052983
15201.9,0.965548617,70.04411316,98.80737305,105.5704575,93.91052246,85.00595856,96.72663879,,,,,36.31844,8.286403,250.2763285,250.2763285
15211.9,0.957094698,71.40106964,97.21939087,104.6215591,92.83934784,84.07680511,95.11569214,,,,,36.31844,8.2865935,250.2570977,250.2570977
15221.9,0.945355784,70.87631989,97.2955246,105.5726242,93.9352417,84.67221832,96.12742615,,,,,,,,
15231.9,0.96532929,69.49003601,96.24563599,104.3963394,92.47094727,85.10697174,93.95806122,,,,,,,,
