time,activity,10a,10b,12a,12b,11a,11b,14a,14b,13a,13b,conductivity,temperature,depth,depth2
11071.166666666666,0,40.93629074,63.01087189,56.10356522,64.19346619,46.83968353,57.88199615,51.55181885,74.29755402,45.75346375,61.35569763,36.35244,7.99011,250.6196153,250.6196153
11081.166666666666,0.008331684,39.97077179,61.37366486,56.93190002,65.10475922,46.94332123,57.78023911,53.18922424,75.99673462,46.61744308,60.55588531,,,,
11091.166666666666,0.009927996,40.71857452,63.18548584,56.60820007,64.60192871,45.95882034,58.1139679,51.65130997,75.32736206,46.26112747,61.81381989,,,,
11101.166666666666,0.001426779,42.32382202,61.07855225,53.38621902,63.30433273,46.938797,58.59218216,52.37480545,74.86715698,44.69728851,61.89615631,36.34992,7.988066,250.7817172,250.7817172
11111.166666666666,0.009940174,41.4646225,61.16498566,55.8980751,63.92224884,47.07227325,58.59455109,50.91622162,74.30049896,45.62393188,60.32031631,36.35119,7.9902295,250.8171136,250.8171136
11121.166666666666,0.017097483,42.31918335,62.37158585,56.10598373,64.31279755,47.39240265,58.45119476,49.80036926,73.6078949,46.35916138,60.6043129,36.349935,7.992678,250.8573054,250.8573054
11131.183333333332,0.009652864,44.16031647,61.09547043,57.27272034,63.70320511,49.52920151,59.61636353,52.53119659,72.21347046,48.38936615,61.66319275,36.34737,7.990444,250.8848415,250.8848415
11141.183333333332,0.009729677,43.68342972,62.6242981,58.70572281,64.84436035,50.28569031,62.40287399,51.54909134,72.75725555,50.53656769,62.50519562,,,,
11151.183333333332,0.101501544,44.73073959,63.79644394,58.48656082,65.75714874,52.01989746,65.53317261,52.98627472,73.5644989,53.78648758,64.95317078,,,,
11161.183333333332,0.197057672,44.88520813,64.88179016,59.79190826,65.36647034,54.10025024,65.4969635,57.36993408,75.95889282,53.26788712,67.59059143,36.34992,7.991524,250.9543489,250.9543489
11171.183333333332,0.337265677,45.79618835,68.03337097,64.04458618,69.24804688,53.86000061,70.24420929,56.06896591,76.75974274,55.98513031,68.44104004,36.352475,7.9938295,250.9667575,250.9667575
11181.183333333332,0.375821003,48.24210739,70.72972107,62.00077057,69.89759064,55.9300766,70.21873474,59.12132645,78.70056152,56.09108353,70.93545532,36.3448,7.983385,250.9756066,250.9756066
11191.183333333332,0.417399757,53.74280548,73.29390717,62.09534073,70.21170807,60.62960815,71.50117493,60.341362,81.04550171,52.46957779,71.27534485,36.34353,7.983231,250.9738763,250.9738763
11201.183333333332,0.445134841,54.5406189,72.8187561,62.90260696,70.66168213,60.75784683,71.47738647,61.92248535,80.88265991,56.7175827,72.94804382,,,,
11211.183333333332,0.519551018,50.09994125,74.7315979,65.521492,72.87229156,58.11891174,72.32144165,62.13112259,82.49938965,59.0283432,76.79253387,,,,
11221.2,0.441855726,53.85137177,77.20645142,68.05956268,75.26960754,57.93035889,71.18100739,62.65746307,85.23336792,62.4305954,78.77624512,36.34611,7.999968,250.9498997,250.9498997
