time,activity,1a,1b,2a,2b,3a,3b,5a,5b,9a,9b,4a,4b,north,east,up,conductivity,temperature,depth
3070.766666666667,0.953334842,30.72384834,44.57737732,45.20160675,63.52125168,36.76330566,54.98215103,42.5503006,69.38560486,38.034935,57.84002304,,,-0.017,0.08,0.039,,,
3137.45,0,24.37177086,31.55086708,38.14027023,57.10844803,34.13863754,47.98992538,33.38693619,55.98559189,32.62018967,40.98679733,25.53838158,43.62280273,-0.04,0.094,0.027,,,
3204.116666666667,0.006594542,18.88731194,31.2735405,31.16510582,50.63242722,24.74599648,37.68901062,27.25725746,46.36463165,23.2576313,34.54907608,24.42819595,42.10418701,-0.053,0.069,0.037,,,
3270.7833333333333,0,18.87300682,30.8128643,31.36425591,49.09922791,24.16481018,36.03178024,27.70229721,45.04746628,22.47386932,34.1568718,23.58927345,40.40839767,-0.064,0.065,0.042,,,
3337.45,0.112858582,24.26523972,39.66542435,34.17906189,58.28535461,25.24556541,39.10206985,28.77550888,45.98765945,26.2616272,37.10741043,23.8646698,42.25256729,-0.051,0.0505,0.043,,,
3404.133333333333,0.015567426,26.090662,37.13417816,36.87993622,60.82008743,32.86142349,46.82061005,35.14981079,54.49193954,29.9457798,41.4623909,21.70875359,42.51044464,-0.011,0.032,0.038,,,
3470.8,0,24.71286583,33.18847275,36.87719727,55.41672134,32.29714203,46.01411057,35.99847031,54.84898376,34.28153992,43.15535355,23.6818409,44.72824478,-0.008,0.0175,0.036,,,
3537.45,0.001715796,24.97351265,36.83846664,33.99191666,57.897686,29.26371002,49.23809433,31.98386574,56.51578903,29.45020866,42.37346649,21.69124985,45.18638611,-0.023,-0.041,0.043,,,
3604.133333333333,0.987558232,29.41142464,41.8908844,46.11522675,60.61837006,36.27738571,55.70288467,32.89278412,72.40345001,40.58963776,58.21887207,,,0.024,-0.04,0.042,,,
3670.8,0.99823902,30.0167141,43.21715546,47.77401733,63.38081741,36.44996643,55.96550369,38.618927,72.16075897,43.18460083,57.11590958,,,0.082,-0.038,0.045,,,
3737.4666666666667,0.984375841,29.72928047,43.09505844,47.67076874,63.46798325,34.68000031,57.70687866,37.05128098,70.47238159,44.7891655,55.97012711,,,0.168,-0.069,0.027,,,
3804.133333333333,0.994518329,34.13765335,41.66120529,51.45446014,66.38031006,38.40396881,55.41578293,36.38162231,70.14673615,42.08656693,55.1113205,,,0.181,-0.075,0.033,,,
3870.8,0.99779941,30.66577911,44.86918259,50.28421021,64.46141815,38.76076508,57.2886467,37.56234741,73.58630371,43.53204727,58.50818634,,,0.196,-0.085,0.029,,,
3937.483333333333,0.998005065,33.01133728,44.83236313,51.47527313,68.59011078,39.21382904,59.32316208,38.44792175,77.51738739,45.2515564,61.51868057,,,0.23,-0.056,0.015,,,
4004.15,0.997271939,32.01496124,46.21739578,51.02087784,68.04351044,41.77249527,59.3254776,41.07974625,73.57176971,41.12185287,60.36068344,,,0.275,-0.072,0.005,,,
4070.8166666666666,0.993764497,34.64978409,45.5826149,48.00263596,66.1705246,42.71120453,58.76333237,38.26068878,76.68688965,43.12856293,59.57968903,,,0.271,-0.0975,0.032,,,
4137.5,0.997759953,32.88768768,44.58119583,54.02894211,67.73117828,41.37349701,58.4188385,38.7049942,75.45256805,43.28145599,59.55806351,,,0.249,-0.092,0.037,,,
4204.15,0.998014161,33.17708588,44.22838211,50.37998199,66.22512817,40.16312408,58.44050217,39.49128342,75.57006073,44.01353455,61.1064949,,,0.191,-0.0875,0.054,,,
4270.833333333333,0.954713144,31.45878029,44.2557869,44.64696503,62.07737732,38.87737274,57.49457169,41.02909851,72.88411713,40.03927231,58.43133163,,,0.077,0.063,0.049,,,
4337.5,0.001648421,25.89722252,41.30676651,42.7138443,68.93863678,35.266922,52.50326157,39.72247314,63.15858459,35.97591782,52.08815384,15.04592037,48.34823608,0.094,0.11,0.032,,,
4404.183333333333,0.995001979,30.23832893,43.4516716,45.21537018,63.96644211,36.85471725,59.92111206,38.88954926,73.85160065,43.91218567,64.2681427,,,0.095,0.156,0.014,,,
4470.816666666667,1,30.66491508,45.31411743,42.32810211,63.48553085,37.36978149,57.51941299,37.38289642,75.36940765,45.07545853,60.67489243,,,0.021,0.158,0.034,,,
4537.5,0.998442994,31.28398132,44.34957504,44.01937866,64.74663544,40.72963333,57.76750183,39.20566559,75.43201447,44.12100983,60.33285141,,,0.011,0.093,0.0365,,,
4604.166666666667,0.998087682,32.36762238,45.80961227,47.75479507,67.17331696,43.81170654,59.98328781,36.99172974,75.16024017,45.72168732,59.58507156,,,0.095,-0.034,0.035,,,
4670.833333333333,0.998110687,33.91567612,44.52199936,52.38159561,69.29598236,41.90096283,58.9015007,36.66371155,74.89525604,43.26760864,61.56801987,,,0.1965,-0.037,0.008,,,
4737.5,0.998002225,33.15318298,45.10411835,51.03660202,69.56821442,42.19029617,58.34512711,39.97384644,78.0613327,43.74266052,61.26772308,,,0.221,0.027,0.007,,,
4804.166666666667,0,27.7776432,36.44729614,45.30628586,61.39584732,39.61611938,51.61593246,39.28726196,60.6560173,36.97494507,45.69836807,24.02557755,44.79204178,0.128,0.037,0.034,,,
4870.833333333333,0,18.55258369,30.4362011,30.62543297,50.20210648,23.75362968,37.00051498,26.96008873,45.55875778,22.16068459,34.54639816,23.14410591,40.41652679,0.061,-0.126,0.034,,,
4937.516666666666,0,18.67801857,30.76421547,30.38918877,49.39155197,23.76051903,36.43564224,27.15375137,44.83419418,22.57164574,34.23877335,23.16774559,40.40795517,0.045,-0.111,0.032,,,
5004.183333333333,0.043570536,19.5155735,31.4596405,33.09410095,54.18501282,26.38726425,42.78590775,30.1266346,49.44821548,28.27721214,39.87231445,22.94414139,43.63759232,0.049,-0.131,0.045,,8.38,250.64
5070.85,0.952042518,27.58074379,42.21458817,45.32262421,63.52346802,34.7052536,56.1126442,35.29759216,68.37980652,43.91008759,58.46741104,,,0.108,-0.147,0.031,,8.36,250.49
5137.533333333334,0.998025207,31.57420921,43.74492645,51.79045105,66.22603607,38.26550674,59.9191246,36.43133163,70.04841614,42.92063141,55.23482132,,,0.224,-0.174,0.04,,8.37,250.27
5204.183333333333,0.997911558,32.26862335,45.14780045,53.40897369,69.09366608,37.06362915,59.6454277,37.9611702,72.31342316,43.31897736,59.06105804,,,0.2895,-0.216,0.036,,8.37,250.05
5270.85,0.994520729,31.70610619,45.32754898,55.90096283,68.71113586,36.56782532,56.0341835,35.60903549,74.63297272,41.75154877,64.94618988,,,0.303,-0.226,0.027,,8.37,249.88
5337.516666666666,0.995952436,32.80896759,47.3230896,54.20477295,69.55529022,40.65015411,55.27936554,38.0140686,69.82296753,41.99115372,64.42317963,,,0.2685,-0.213,0.027,,8.38,249.81
5404.183333333333,0.997958628,32.5075531,43.57603073,55.59773254,70.99030304,39.64169693,56.09934998,41.53608704,76.43061829,44.93200684,65.06443787,,,0.249,-0.155,0.0225,,8.4,249.84
5470.866666666667,0.997611814,33.38153458,44.46663284,53.2862854,69.58287811,40.02934647,58.38679123,39.51736069,75.39722443,44.24095535,59.27136612,,,0.175,-0.0875,0.026,,8.39,250.15
5537.533333333334,0.997548561,32.80952072,47.81518936,55.95778656,69.65593719,40.31735992,59.9331665,39.06401062,75.13543701,45.09740448,59.08019257,,,0.142,-0.083,0.0285,,8.39,250.35
5604.183333333333,0.998192126,33.30381012,47.03070831,53.76264191,69.28755951,39.88305283,57.02104568,37.46191406,75.25891876,41.89728928,56.25250626,,,0.117,-0.0875,0.033,,8.42,250.51
5670.866666666667,0.998177067,31.27013588,46.28373337,50.96837234,68.0968399,38.20794678,58.29055405,37.40652084,73.57350922,44.50567627,59.26670456,,,0.051,-0.04,0.044,,8.43,250.59
5737.533333333334,0.787561105,31.70623207,47.04953766,44.73086929,66.38878632,38.49963379,57.34457779,38.94872284,68.77733612,35.97743607,54.08761215,,,0.027,0.045,0.039,,8.45,250.58
5804.2,0,23.24437904,31.69732094,41.48630524,57.41245651,32.94321442,45.25300217,34.63722229,56.16222763,31.91988182,41.03402328,26.6011219,44.48757553,0.047,0.0305,0.047,,8.45,250.47
5870.883333333333,0,17.75285912,29.94145775,31.51489449,51.10874557,23.08093452,37.16650772,28.36249352,47.47485733,22.59157753,35.05218506,22.37425804,41.58937454,0.038,0.0685,0.041,,8.43,250.19
10552.316666666668,0,25.27671051,34.66334534,39.27864075,58.64128876,28.51497459,41.59288788,32.75412369,53.88115692,28.33958435,40.96744919,22.42543602,43.65166855,0.034,0.0035,0.035,,,
10618.983333333334,0,25.68669891,35.18969727,40.1170845,61.04995346,28.09580803,42.63773727,34.13044357,53.16799545,32.46902466,39.75647354,23.33652496,42.7283287,-0.064,-0.016,0.046,35.82,8.23,250.07
10685.65,0,26.95331573,34.77173996,43.4536438,60.81211472,31.90867805,43.67090988,36.88513184,55.82858276,36.38653564,44.92068481,25.1881485,44.64687729,-0.059,-0.02,0.048,35.82,8.23,250.07
10752.316666666668,0,27.12483788,38.13768387,41.52749634,62.43503189,28.84628487,43.4687767,34.80094147,55.71950912,33.36973953,41.81914139,22.06154442,42.85255814,-0.074,0.045,0.033,35.82,8.24,250.4
10818.983333333334,0.002390459,27.35219002,35.07265091,41.52304077,59.25113678,36.1424408,48.16355515,35.99682999,56.38355637,31.89502335,40.90746689,24.75427437,43.97916031,-0.054,0.019,0.038,35.8,8.25,250.61
10885.666666666666,0,20.3777256,33.23141861,37.48191833,55.63118362,27.17014503,43.93857193,31.93833733,51.12381363,28.93200111,38.88517761,23.43278122,41.96843338,-0.001,-0.005,0.0325,35.8,8.22,250.75
10952.333333333334,0.954046115,26.63165665,43.35779953,41.56603241,61.66631699,39.00857162,56.66717148,35.70734406,71.10746765,42.84350586,57.24866104,,,0.003,0.01,0.024,35.79,8.23,250.77
11018.983333333334,0.985495152,30.20389748,44.5436554,48.27643967,63.47566986,39.1728363,58.6998291,37.86372375,72.80687714,40.71432495,57.64133835,,,0.014,0.005,0.023,35.77,8.23,250.66
11085.666666666666,0.998210695,30.85451126,45.09320068,55.32208252,64.07706451,39.79864502,61.44160843,35.78912354,72.89322662,41.3384552,56.98230362,,,0.02,0.014,0.03,35.8,8.25,250.44
11152.333333333334,0.997748468,31.16796684,44.51041031,53.67578888,69.32915497,40.40263367,61.16913986,39.42597198,73.89124298,42.32489014,55.85578918,,,0.0665,-0.024,0.032,35.84,8.28,250.16
11219.033333333333,0.997553217,31.0539341,44.45317078,51.8819809,68.79837799,41.20053101,58.03322983,37.49085999,73.58223724,43.71378326,60.4638176,,,0.111,-0.022,0.019,35.82,8.28,249.87
11285.666666666666,0.299709238,28.38461113,45.23948669,43.38626099,66.01232147,35.21328354,54.38270187,40.14733887,68.41126251,35.40372467,51.04796219,,,0.118,-0.078,0.033,35.8,8.28,249.66
11352.333333333334,0.001826642,28.40521049,37.5453949,45.88031387,63.56221771,41.46509552,52.9120903,44.70336533,63.86136627,39.09363937,48.07798386,21.05306816,43.80872726,0.088,-0.032,0.028,35.78,8.29,249.57
11419.0,0,18.62812614,31.10840797,33.90022659,53.02027893,27.62095451,40.24354935,30.81494331,51.79817581,29.08786583,37.67559052,23.86950111,42.01099396,0.0805,0.0255,0.021,35.78,8.28,249.73
11485.683333333332,0,21.28741646,32.64611053,32.85434723,56.27810287,25.80833626,39.20743942,31.40762138,52.71442795,25.78680992,39.42708969,25.10495186,41.76027298,0.113,0.065,0.018,35.83,8.29,249.98
11552.35,0.573378103,26.7946682,39.6477356,39.42698669,63.46648407,27.98142242,44.08660507,32.36429977,53.12244034,27.73081779,41.40468979,22.8225956,44.59984207,0.097,0.0535,0.02,35.83,8.31,250.26
11619.0,0.968392841,27.06877136,41.71821976,44.41762543,59.88299179,31.50628281,48.56068802,34.92262268,62.36695099,36.53197098,46.67516708,,,0.055,0.018,0.026,35.81,8.32,250.49
11685.683333333332,1,28.00980568,45.46844101,53.20013428,64.153862,39.35378265,56.46577835,32.77617645,75.0853653,47.40207672,62.93183899,,,0.05,0.035,0.029,35.78,8.32,250.64
11752.35,0.997942823,29.91889,44.25746536,54.58327484,61.30087662,38.0520401,56.24380875,36.31783295,76.7879715,46.44384003,65.98911285,,,-0.026,0.082,0.037,35.83,8.32,250.67
11819.016666666666,0.993516356,29.25087357,44.5646553,55.73081589,63.79940414,40.35066223,55.38116837,36.44535446,78.13654327,46.07170868,66.57253265,,,-0.119,0.08,0.043,35.82,8.26,250.57
11885.7,0.994354511,29.00432587,44.85311508,56.35204697,64.35475159,40.13510132,55.28298187,35.48197937,78.00276184,45.90920258,67.92902374,,,-0.198,0.109,0.032,35.83,8.18,250.37
11952.366666666667,0.99685027,29.2310009,47.61597824,50.72130966,63.26075363,42.18548965,53.46622086,35.93752289,80.3902359,46.92584229,71.93810272,,,-0.2065,0.076,0.045,35.79,8.2,249.9
12019.033333333333,0.259285709,26.52001953,40.60142517,43.646698,65.87531281,38.14484406,55.1906395,39.2921524,68.4585495,32.80970001,51.01445007,,,-0.202,0.115,0.028,35.84,8.23,249.76
12085.7,0.001921768,28.68627357,38.98051071,45.39662933,64.83927917,41.68413544,53.68922424,40.95096588,64.84537506,35.61733246,48.27750015,19.17002296,43.51467133,-0.1615,0.119,0.033,35.88,8.27,249.75
12152.366666666667,0,20.44917488,30.99603462,38.48155975,55.22385025,26.06969452,36.74445343,28.68531227,49.76438141,23.56835747,34.70619583,23.09027672,42.2496376,-0.142,0.074,0.039,35.86,8.26,249.88
12219.033333333333,0,22.28010178,31.97415161,,,25.68760872,37.68872452,29.01155281,45.97546005,22.5290966,34.20486832,23.5897007,41.28312302,-0.194,0.089,0.038,35.86,8.25,250.12
12285.7,0,22.00618935,31.84295654,32.8310318,55.68185806,23.06609154,36.47827148,28.8389225,46.09673691,23.75760841,34.02542496,22.75764465,41.13282394,-0.195,0.093,0.042,35.85,8.26,250.4
12352.366666666667,0.918428599,26.79240227,42.83642197,44.15378571,59.72835159,32.35538483,51.7933197,35.469841,68.23033905,43.11999893,56.2065773,,,-0.106,0.087,0.034,35.85,8.25,250.65
12419.033333333333,0.998547962,29.20998573,44.17572784,47.48561859,64.36313629,39.89782715,61.42749405,36.46393585,74.28655243,45.32992172,60.46356583,,,-0.057,-0.006,0.043,35.85,8.25,250.8
12485.716666666667,0.997905227,30.53124809,44.11519623,54.98347473,67.06422424,41.73955536,60.59272385,36.7355957,74.41239929,43.28924942,61.24518585,,,-0.005,-0.035,0.037,35.86,8.23,250.81
12552.383333333333,0.994335725,31.68152809,45.67283249,52.13157272,70.15554047,36.19030762,58.90497208,38.11177826,73.97125244,43.62674713,58.39660645,,,0.096,-0.06,0.035,35.82,8.25,250.4
12619.033333333333,0.997535792,31.2894516,44.53384399,43.10237885,70.44940186,40.8956871,60.43122482,39.32885742,79.02693939,43.78453827,58.6051445,,,0.15,-0.088,0.028,35.81,8.24,250.07
12685.716666666667,0.998042167,31.3578434,46.65657425,52.84900665,68.54462433,39.25377655,60.92705154,40.03932953,76.82910919,43.07750702,58.13788986,,,0.205,-0.083,0.017,35.81,8.23,249.74
12752.383333333333,0.993046942,28.9876461,45.93888092,53.09568787,68.0797348,43.8226738,63.35590744,41.6654892,79.01639557,46.93452835,60.36414337,,,0.257,-0.098,0.018,35.79,8.23,249.51
12819.05,0.99783087,33.4600296,46.65782928,52.86788177,67.67024994,37.66178513,59.05114746,39.17090225,77.22838593,43.64606094,60.56936646,,,0.228,-0.097,0.017,35.77,8.23,249.42
12885.716666666667,0.500101561,32.11502075,45.52445602,51.69522858,66.98509979,38.4944458,58.88915634,40.19709015,69.79811859,35.49599457,56.18496323,,,0.241,-0.106,0.009,35.72,8.23,249.49
12952.4,0.002424603,27.46773529,40.43079376,43.15954971,69.11051941,41.14188385,53.74585724,43.33070755,68.0891037,35.30585098,50.61285782,14.28283978,46.14482498,0.1845,-0.098,0.013,35.76,8.24,249.71
13019.066666666668,0,21.46890831,30.54103279,34.55896378,51.81253433,28.04719734,48.30753326,34.50216675,54.79164505,32.40402985,42.15107346,24.82592583,44.40159225,0.1495,-0.087,0.015,35.81,8.26,250.01
13085.733333333334,0,18.65995407,31.52086639,33.70562744,58.34298706,24.03752708,38.53689957,30.2641964,51.80892944,26.60336113,37.8058815,24.50883865,43.4901123,0.2145,-0.075,0.011,35.76,8.26,250.34
13152.4,0,19.7859211,31.20747566,34.27864838,54.93214035,23.75596237,36.56967545,29.57452202,50.99123001,26.13432884,36.10723495,25.13419151,43.12244415,0.107,-0.026,0.016,35.71,8.27,250.74
13219.066666666668,0.003603149,22.3234272,37.36516953,34.42722321,55.61204147,24.20933723,37.33143997,30.40450859,49.50367355,24.7654438,36.18623352,25.34485817,42.59146118,0.044,0.04,0.0255,35.45,8.27,250.73
13285.75,0.002677393,23.24151611,37.12940979,35.66365051,57.35556412,24.77677727,40.94287491,30.86144829,49.60613632,25.91462517,35.3558197,24.56120682,41.92347336,0.041,0.0715,0.023,35.6,8.29,250.56
13352.4,0.003999675,22.04571152,34.56546402,35.83070374,58.14186096,24.83056831,46.74087143,31.21320915,49.92837906,26.85956573,37.33943558,22.99904442,42.55807114,-0.03,0.084,0.03,35.72,8.28,250.27
13419.066666666668,0,23.54376793,35.04230499,37.57741547,58.49792099,24.16094971,36.86166,32.64224625,50.6893692,27.93554878,38.39464951,23.71152496,43.60270691,-0.051,0.07,0.034,35.75,8.26,249.97
13485.733333333334,0,21.4489193,30.96180725,41.00300598,56.11676788,25.46435356,36.16169357,30.5919323,49.46993637,28.31238747,36.61693192,24.96664047,44.32527924,-0.076,0.047,0.036,35.75,8.25,249.71
13552.416666666666,0,19.80038643,31.85527229,42.30505753,59.70384598,24.15730476,37.02180862,27.49136353,47.80044937,23.66043663,35.34141922,24.51984596,41.13392639,-0.1095,0.036,0.041,35.79,8.24,249.56
13619.066666666668,0,18.70485687,30.38989067,40.00847626,54.94453812,25.13834953,36.8981514,27.20839119,45.96883774,23.92277145,34.37651062,24.14994812,41.38314438,-0.122,0.084,0.03,35.75,8.23,249.59
13685.75,0,19.40057945,31.18458176,38.43082428,50.91225052,24.08930397,37.39739227,27.26301003,45.05791855,23.38911629,34.71007919,24.38436317,41.39152145,-0.143,0.02,0.04,35.74,8.23,249.78
13752.416666666666,0,19.53077888,31.15994835,33.67624664,48.58850098,27.11394501,42.70480728,27.74145699,45.92295456,26.20128441,36.64318466,24.16675758,41.95180893,-0.089,0.0175,0.04,35.7,8.26,250.42
13819.083333333334,0.648082955,24.07302856,41.18672562,36.15002441,59.18995285,34.94011688,52.36518478,34.27642059,62.85071945,37.33306122,51.75223923,,,-0.099,-0.002,0.042,35.75,8.25,250.71
13885.766666666666,0.966322933,29.7456398,43.70456314,51.18877411,63.83055878,37.09870911,54.92620468,36.14107513,76.02229309,44.7461586,60.01586151,,,-0.069,0.009,0.038,35.74,8.24,250.86
